Store Number,Address,City,State,Zip Code,Phone Number,Fax Number,Email Address,Store Hours,Services,Latitude,Longitude
US013,2075 S. University Blvd.,Denver,CO,80210-4300,(303-744-6245),303-744-6246,US013@pakmail.org, Monday-Friday9:00 am - 6:00 pm Saturday10:00 am - 4:00 pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",39.678967,-104.959376
US077,"98 Wadsworth Blvd., #127",Lakewood,CO,80226-1553,(303-237-9240),303-313- 9240,US077@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 3pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Notary public Local pick up and delivery service ",39.718303,-105.081411
US027,"2525 Arapahoe Ave., #E4",Boulder,CO,80302-6720,(303-444-0831),303-444-0832,pakmailboulder@aol.com, Monday-Friday8:30am - 6:00pm Saturday10:00am - 4:00pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Local pick up and delivery service ",40.014686,-105.261073
US154,1837 S. Nevada Ave.,Colorado Springs,CO,80905-2516,(719-473-4545),719-473-4546,gary@pakmailcoloradosprings.com, Monday-Friday8:30am - 5:30pm Saturday10am - 4pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",38.807406,-104.822213
US095,3218 E. Bell Rd.,Phoenix,AZ,85032-2727,(602-971-2300),602-992-3222,slowfro2004@hotmail.com, Monday-Friday8:30am - 6pm Saturday9am - 3pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Notary public Local pick up and delivery service ",33.640713,-112.012902
US065,"7090 N. Oracle Rd., #178",Tucson,AZ,85704-6305,(520-797-0355),520-797-0356,pakmail@weshiptucson.com, Monday-Friday8:30am - 5:30pm Saturday10am - 3pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Local pick up and delivery service ",32.33539,-110.975762
US064,369 Montezuma Ave.,Santa Fe,NM,87501-2626,(505-989-7380),505-989-7381,US064@pakmail.org, Monday-Friday8:30am - 6pm Saturday10am - 4pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Local pick up and delivery service ",35.68508,-105.94522
US071,"930 Tahoe Blvd., #802",Incline Village,NV,89451-9436,(775-832-7770),775-832-0826,US071@pakmail.org, Monday-Friday9:00am - 5:00pm Saturday10:00am - 1:00pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",39.249532,-119.948517
US036,527 N. Azusa Ave.,Covina,CA,91722-3556,(626-332-7955),626-332-3070,us036@pakmail.org, Monday-Friday9am - 5:30pm Saturday9am - 2pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Notary public Local pick up and delivery service ",34.08952,-117.90879
US243,5638 Lake Murray Blvd.,La Mesa,CA,91942-1929,(619-464-8613),619-464-4238,lamesapakmail@yahoo.com, Monday-Friday9:00am - 6:00pm Saturday9:00am - 2:00pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",32.7636,-117.01607
US119,7486 La Jolla Blvd.,La Jolla,CA,92037-5029,(858-456-8573),858-456-8143,US119@pakmail.org, Monday-Friday9:30 am - 5:30 pm Saturday10:00 am - 2:00 pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Local pick up and delivery service ",32.839001,-117.27848
US244,9880 N. Magnolia Ave.,Santee,CA,92071-1901,(619-449-0600),619-449-0660,info@pakmailsantee.com, Monday-Friday9:30am - 5:30pm Saturday9:00am - 2:00pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Local pick up and delivery service ",32.856787,-116.971048
US152,"5424 Sunol Blvd., #10",Pleasanton,CA,94566-7705,(925-462-2292),925-462-2297,customerservice@pakmailofpleasanton.com, Monday-Friday9am - 6pm Saturday10am - 3pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Business printing and stationery Notary public Local pick up and delivery service ",37.651994,-121.880221
US148,454 Las Gallinas Ave.,San Rafael,CA,94903-3618,(415-472-2533),415-472-0603,US148@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 3pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",38.006043,-122.543063
US102,"4719 Quail Lakes Dr., #G",Stockton,CA,95207-5243,(209-478-9827),209-478-8708,US102@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 3pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Business printing and stationery Notary public Local pick up and delivery service ",37.986688,-121.341611
US264,2201 Francisco Dr.  Suite# 140,El Dorado Hills,CA,95762-3762,(916-939-9122),916-939-9124,US264@pakmail.org, Monday-Friday8am - 6pm Saturday9am - 3pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies ",38.709985,-121.084539
US228,2397 NW Kings Blvd.,Corvallis,OR,97330-3986,(541-754-8411),541-754-8404,US228@pakmail.org, Monday-Friday9am - 5:30pm Saturday9am - 4pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Local pick up and delivery service ",44.59136,-123.27302
US279,5729 Main St.,Springfield,OR,97478-5246,(541-744-2515),541-744-2516,US279@pakmail.org, Monday-Friday9am - 5:30pm Saturday10am - 3pm Sundayclosed , Custom crating and Packing ,44.045608,-122.927756
